"sentence"	"wordid"
"The sequel's video did not elaborate on why Microsoft canceled the <project>."	"project_nou"
"The <project> was cut short for lack of funding, but the name remained."	"project_nou"
"This historical book is available online via the Google Books Library <Project> at History of Massachusetts."	"project_nou"
"After renting facilities for approximately 20 years, OCS completed its first major building <project> in 1991-92."	"project_nou"
"However, the following year the <Project> was denied a Clean Water Act permit by the U.S. Army Corps of Engineers."	"project_nou"
"The <project> is at final stage of development under qualification phase, with over 40 guided flights completed by April 2012."	"project_nou"
"The <project> provided about 80 jobs during the peak of construction, most of which came from locally owned companies."	"project_nou"
"In 1928, the Jewish National Fund recruited members of Ginegar to plant Balfour Forest, its first forestation <project>."	"project_nou"
"The entire <project> is being developed by Unitech Group, a real estate company in India."	"project_nou"
"The methodology is the plan that will be used to accomplish the aims of the <project>."	"project_nou"
"All the three projects taken together were popularly known as the DBK <Project> or the Dandakaranya Bolangir Kiriburu Project."	"project_nou"
"In August of '77 the VW <project> was introduced in Road and Track magazine."	"project_nou"
"In 2010, Galina Kakovkina presented the exhibition <project> ""Boat"" after more than two years of intensive preliminary work."	"project_nou"
"But on 10 January, they did just that ""to make their <protest>"" with Lib-Lab assistance."	"protest_nou"
"Those who would <protest>, will find their objections overruled."	"protest_vrb"
"Tens of thousands have learned that <protest> and marches don't do it."	"protest_nou"
"It is thought that many unionists voted for Alliance as a <protest> at Robinson's financial misdealings."	"protest_nou"
"SCAW handed out an Afghanistan pamphlet during the <protest>."	"protest_nou"
"Before the riot broke out, young Uighurs had marched through the city ""to <protest> a case of judicial discrimination""."	"protest_vrb"
"Madoyan logded a <protest> at the Ministry of Justice against the arrests."	"protest_nou"
"The <protest> escalated, after law enforcers opened fire on protesters, killing four of them."	"protest_nou"
"He also instigated the <protest> against Indonesia's April Manganang over claims of being a hermaphrodite."	"protest_nou"
"Its isolation was further deepened by boycotts of South African produce in <protest> at the country's system of Apartheid."	"protest_nou"
"We call for the immediate release of those detained for peaceful <protest>."""	"protest_nou"
"Police refrained from taking action after a group of demonstrators returned to an intact <protest> site near Government House."	"protest_nou"
"In 2014 the hotel celebrated the <protest> with the naming of Merle's Bar."	"protest_nou"
"In August 2006, a student strike occurred at the school in <protest> of the school bursar's alleged mishandling of funds."	"protest_nou"
"In the June 2013 <protest> against the Turkish government, Turkish police allegedly used CR gas on protesters in Istanbul."	"protest_nou"
"The <protest> of the league involved picketing and beatings of the Issei."	"protest_nou"
"The rally on August 25 marked the <protest> aspect of the otherwise celebratory."	"protest_nou"
"Lisa Fithian is an American political activist and <protest> organizer."	"protest_nou"
"Those who have dared to <protest> this were often intimidated and threatened."	"protest_vrb"
"He is working on an innovative method for estimating the size of <protest> events and other mass gatherings,."	"protest_nou"
"Another ""For Fair Elections"" <protest> was staged on the Novy Arbat street in Moscow."	"protest_nou"
"Subramania Iyer actively supported the cause of India's freedom and used his newspaper to <protest> British Imperialism."	"protest_vrb"
"The students of Visva-Bharati University too staged a <protest> march."	"protest_nou"
"The case involved an anti-war <protest> on the campus of Indiana University."	"protest_nou"
"Before she died, she stated that it was for personal reasons and was not a <protest> of the war."	"protest_nou"
"The 1978 Treetop <Protest> Site is still accessible today and includes platforms high in the trees."	"protest_nou"
"Pro-Moscow <protest> leader arrested in Ukraine's Donetsk."	"protest_nou"
"Erecting improvised street barricades, dubbed guarimbas, has been the most common form of <protest>, although their use is controversial."	"protest_nou"
"In Australia, thousands joined <protest> marches in Adelaide, Melbourne, Brisbane, and Sydney."	"protest_nou"
"The Grandmaster ignored a <protest> against the tax by the Maltese clergy, lodged with Pope Urban VIII."	"protest_nou"
"Also in January, Climate Rush staged a ""picnic <protest>"" at Heathrow airport against the construction of the 3rd runway."	"protest_nou"
"At the time the <protest> was the largest peace demonstration in more than twenty years."	"protest_nou"
"This further led to the turn from peaceful <protest> to violent terrorism."	"protest_nou"
"Sudan summoned the Egyptian ambassador to <protest> at the media coverage of the Sudanese hosting of the match."	"protest_vrb"
"David Lloyd left the station to join Galaxy 105 in Leeds while presenter Adrian Allen walked out mid-show in <protest>."	"protest_nou"
"Anonymous held its third international <protest> against Scientology on April 12, 2008."	"protest_nou"
"This <protest> was also tinged with fear, however, as the spectre of reunification with China hung over their heads."	"protest_nou"
"He stated that this was in <protest> to politics playing a role in the Games itself."	"protest_nou"
"Moore became, under <protest>, Garner's replacement, playing Bret Maverick's cousin Beau Maverick in the fourth season of Maverick."	"protest_nou"
"The incident turned into a citywide <protest> that lasted nine days until May 27 and resulted in the Gwangju massacre."	"protest_nou"
"With the song ""Machine Gun"", dedicated to those fighting in Vietnam, this <protest> of violence is manifest."	"protest_nou"
"General strikes in <protest> against the decision began in February 1948."	"protest_nou"
"Borozdinovskaya refugees hold <protest> meeting in Dagestan, Caucasian Knot, June 26, 2007."	"protest_nou"
"Later that year, Diokno renounced his claims from the seat amidst the electoral <protest> filed by Gomez."	"protest_nou"
"On 12 February 1989, a 10,000-strong <protest> against Rushdie and the book took place in Islamabad, Pakistan."	"protest_nou"
"McNulty's testimony that the attorneys were fired for ""performance related issues"" caused the attorneys to come forward in <protest>."	"protest_nou"
"His decision to end the <protest> was praised by politicians from the BJP, Janata Party and Congress Party."	"protest_nou"
"He resigned as chair of the parliamentary commission on foreign relations in <protest> of this alliance."	"protest_nou"
"He left the Notre Dame in 1969, resigning in <protest>."	"protest_nou"
"The Progressive Alliance of Liberia called for a peaceful demonstration in Monrovia to <protest> the proposed price increase."	"protest_vrb"
"On August 10, 2004, Abrika was arrested again by Tizi-Ouzou police during a <protest> at a hospital."	"protest_nou"
"In February 1942, the Riverside County Board of Supervisors renewed its <protest> against exporting local water."	"protest_nou"
"Other <protest> encampments were created and subsequently dismantled by law enforcement."	"protest_nou"
"During the civil war, he was an active peace maker and staged a 103-day sit-in <protest> inside the parliament."	"protest_nou"
